"Entidad","UPM","VIV_SEL","HOGAR","RESUL_H","R_SEL","AREAM","AP4_1","AP4_2_03","FAC_ELE"
"25","2503339","02","01","A","02",NA,"2","0",454
"15","1501007","02","01","B","01","01","3","0",2938
"08","0803248","04","01","B","01",NA,"2","1",1700
"07","0704171","09","01","B","01",NA,"3","0",706
"31","3100559","04","01","B","01","08","3","0",648
"28","2806464","03","01","B","02",NA,"3","0",656
"31","3160488","03","01","B","01",NA,"3","0",290
"21","2103755","04","01","B","01",NA,"3","0",950
"15","1523578","01","01","B","01","01","3","0",3208
"31","3102037","05","01","B","01","08","3","0",170
"11","1106993","15","01","B","02",NA,"1","0",1164
"21","2107709","08","01","B","01",NA,"3","0",1400
"16","1603539","07","01","B","01",NA,"3","0",886
"25","2560644","20","01","B","01",NA,"3","0",234
"08","0802203","04","01","B","01","09","3","0",798
"30","3010580","19","01","B","02",NA,"3","0",1272
"23","2303026","07","01","B","02",NA,"3","0",438
"29","2901088","20","02","A","01",NA,"3","0",208
"07","0760699","10","01","B","01",NA,"3","0",592
"30","3062111","03","01","B","02",NA,"3","0",1282
"31","3103295","15","01","B","03",NA,"3","0",531
"02","0204920","04","01","B","02","21","3","1",724
"20","2062668","01","01","B","02",NA,"3","0",720
"04","0400922","03","01","B","01",NA,"3","0",188
"31","3100276","03","01","B","02","08","3","1",561
"30","3062661","07","01","B","02",NA,"3","0",1144
"06","0601402","12","01","B","02",NA,"3","0",92
"09","0917080","05","01","B","01","01","3","0",7372
"07","0703273","13","01","B","02",NA,"3","0",748
"19","1909957","01","01","B","02",NA,"3","0",1952
"04","0400562","03","01","B","01","28","3","0",303
"04","0400194","04","01","B","01","28","2","1",226
"03","0360187","10","01","B","01",NA,"3","0",85
"32","3202315","07","01","B","01",NA,"3","0",460
"32","3260552","20","01","B","03",NA,"3","0",1130
"29","2900221","04","01","B","01","39","3","0",270
"23","2302897","08","01","B","01",NA,"3","1",136
"16","1660719","03","01","B","02",NA,"3","0",1156
"16","1604096","05","01","B","02",NA,"3","0",1026
"24","2460925","12","01","B","03",NA,"3","0",1611
"10","1060222","12","01","B","01",NA,"1","0",412
"28","2806508","04","01","B","02",NA,"3","0",754
"11","1160652","07","01","A","01",NA,"3","1",1132
"24","2400509","05","01","B","06","07","3","1",1570
"04","0400239","02","01","A","02","28","3","0",204
"25","2501163","04","01","B","02","24","3","0",478
"27","2701809","19","01","B","01",NA,"3","0",609
"05","0503039","03","01","B","02","17","3","0",800
"19","1910616","07","01","B","02",NA,"3","0",1700
"06","0660063","19","01","B","01",NA,"3","0",136
"02","0206766","01","01","A","01","21","3","0",1004
"19","1911008","19","01","B","01",NA,"3","0",1228
"20","2001411","18","01","A","01",NA,"3","0",1780
"28","2807491","19","01","B","01",NA,"3","0",710
"21","2107625","15","01","B","02",NA,"3","0",999
"32","3200935","01","01","B","01","32","3","0",438
"10","1000082","04","01","A","02","26","3","0",444
"04","0400373","01","01","B","03","28","3","0",472
"04","0401021","02","01","A","02",NA,"3","1",220
"13","1301724","01","01","A","03",NA,"3","1",1071
"16","1602929","03","01","B","01",NA,"3","0",682
"13","1301655","14","01","B","01",NA,"3","1",305
"07","0703238","11","01","B","02",NA,"3","0",778
"25","2504456","08","01","B","01",NA,"3","0",182
"05","0501265","02","01","B","01",NA,"3","0",752
"07","0762475","19","01","B","02",NA,"3","0",969
"10","1000658","01","01","A","02","26","3","0",372
"28","2806229","01","01","B","01","10","3","1",732
"17","1700302","01","01","B","01",NA,"2","1",500
"23","2303136","12","01","A","02",NA,"3","0",380
"12","1260092","14","01","A","02",NA,"3","0",638
"17","1701554","01","01","A","03","29","3","0",747
"14","1460690","10","01","B","01",NA,"3","0",1570
"31","3104143","04","01","B","02","08","3","1",450
"14","1407372","03","01","A","02","02","1","0",1760
"10","1000389","02","01","B","02","26","3","0",615
"07","0762467","05","01","B","01",NA,"3","0",624
"17","1702853","05","01","B","02","29","3","1",448
"21","2102584","01","01","B","02","04","3","0",2056
"21","2106761","02","01","A","01",NA,"3","0",860
"02","0201425","05","01","A","02",NA,"3","0",858
"05","0503574","04","01","B","01",NA,"3","1",608
"06","0601305","16","01","B","02",NA,"3","0",276
"13","1302820","11","02","B","01",NA,"3","0",506
"01","0100790","05","01","A","02","14","3","1",426
"14","1413238","04","01","B","02",NA,"1","1",874
"01","0100187","03","01","B","04","14","2","0",591
"01","0100326","03","01","A","01","14","3","1",356
"20","2002730","01","01","B","01",NA,"3","0",1182
"18","1860146","03","01","A","01",NA,"3","0",402
"24","2402557","01","01","A","01","07","3","0",970
"13","1301857","11","01","B","02",NA,"3","1",452
"07","0703227","05","01","B","01",NA,"3","0",744
"24","2402993","03","01","B","01","07","3","1",1134
"17","1700481","02","01","B","01","29","3","1",1068
"02","0260003","10","01","B","02",NA,"3","0",1064
"30","3009611","03","01","B","02","10","3","1",1334
"13","1301723","20","01","B","05",NA,"3","0",1628
"11","1104423","05","01","A","02","05","3","0",1360
"25","2502083","05","01","B","02","24","3","0",462
"16","1603797","08","01","B","01",NA,"3","0",364
"16","1605629","14","01","B","02",NA,"3","0",612
"18","1800436","03","01","A","01","27","3","1",376
"04","0400487","05","01","B","01","28","3","0",252
"21","2104668","05","01","A","01","04","3","1",1130
"21","2161346","15","01","B","05",NA,"3","0",2716
"32","3200892","02","01","A","02","32","3","1",482
"07","0702327","01","01","B","02","19","3","0",918
"11","1103826","03","01","A","02","05","3","0",1164
"06","0601517","12","01","B","01",NA,"3","0",114
"28","2800860","04","01","B","02","10","3","0",1748
"13","1360326","05","01","B","01",NA,"3","0",952
"27","2760722","08","01","B","02",NA,"3","0",326
"10","1002326","19","01","B","01",NA,"1","0",166
"24","2400080","05","01","B","04",NA,"3","0",1668
"22","2202446","18","01","B","01",NA,"3","0",332
"16","1602431","01","01","A","02",NA,"2","0",576
"11","1107934","20","01","B","02",NA,"2","0",1420
"21","2160097","11","01","B","01",NA,"3","0",1593
"29","2960068","12","01","B","02",NA,"3","0",400
"02","0202577","01","01","B","02",NA,"3","0",706
"30","3061564","03","01","A","01",NA,"3","0",735
"25","2504641","11","01","B","02",NA,"3","0",660
"16","1601691","04","01","B","02","15","3","1",816
"30","3008552","07","01","A","01",NA,"3","0",2200
"28","2800739","01","01","A","03","10","3","1",1368
"31","3102977","07","01","B","02",NA,"3","0",324
"30","3060297","07","01","B","03",NA,"3","0",2316
"27","2760090","13","02","B","01",NA,"3","0",380
"02","0203283","03","01","B","02","21","3","0",1071
"20","2003038","01","01","B","01",NA,"3","0",832
"08","0805198","02","01","A","01",NA,"3","0",696
"20","2061003","20","01","B","01",NA,"3","0",1386
"03","0300863","05","01","B","02",NA,"3","1",252
"28","2802799","05","01","B","01",NA,"3","0",590
"12","1202583","02","01","B","03",NA,"3","0",1386
"01","0101854","03","01","B","02","14","2","0",348
"15","1560655","15","01","B","01",NA,"3","0",2178
"32","3260383","03","01","B","02",NA,"3","0",384
"12","1203477","15","01","B","02",NA,"3","0",628
"16","1605480","13","01","A","04",NA,"3","1",1660
"22","2260580","11","01","A","02",NA,"1","0",346
"22","2260253","18","01","B","01",NA,"3","0",211
"25","2501032","04","01","B","01","24","3","0",466
"06","0600499","03","01","B","02",NA,"2","1",146
"23","2300302","02","01","B","05",NA,"3","0",1125
"15","1506237","02","01","B","03","01","3","0",4329
"01","0101094","05","01","A","02","14","3","0",582
"28","2806445","05","01","B","01",NA,"3","0",409
"29","2900952","10","01","B","01",NA,"3","0",348
"13","1360974","15","01","B","02",NA,"3","0",510
"01","0101071","05","01","B","01","14","3","0",483
"04","0460233","11","01","B","04",NA,"3","0",420
"25","2500271","03","01","A","01",NA,"3","0",702
"08","0802556","03","01","B","01","09","3","0",382
"26","2660643","21","01","B","01",NA,"3","0",566
"10","1001263","05","01","B","02","26","1","1",364
"01","0101899","03","01","B","02","14","3","0",460
"31","3102669","04","01","B","02","08","3","0",446
"16","1660240","17","01","A","02",NA,"3","1",776
"20","2062589","03","02","B","01",NA,"3","0",1221
"10","1001535","02","01","B","01",NA,"3","1",344
"20","2060993","02","01","B","02",NA,"1","0",804
"18","1800730","01","01","B","01","27","3","1",630
"20","2062589","08","01","B","01",NA,"3","0",1628
"30","3006233","10","01","B","01",NA,"3","0",2496
"06","0660085","17","01","B","02",NA,"3","0",204
"21","2100353","04","01","A","01","04","3","0",1700
"10","1003308","20","01","B","02",NA,"3","1",346
"13","1302127","02","01","A","03","43","3","0",1156
"12","1200420","05","01","B","02","13","3","0",672
"14","1404208","05","01","B","03",NA,"3","0",2625
"10","1001156","03","01","B","02","26","3","0",624
"07","0762466","09","01","B","02",NA,"3","0",592
"03","0300310","04","01","A","01","40","3","0",88
"06","0660085","08","01","A","02",NA,"1","0",136
"04","0400618","04","01","B","02","28","3","0",202
"17","1702044","05","01","A","02","29","3","0",436
"07","0704171","06","01","B","01",NA,"3","0",1059
"13","1302886","02","01","B","02","43","3","0",622
"31","3160122","03","01","B","01",NA,"3","0",336
"30","3009813","02","01","B","02",NA,"3","0",1332
"26","2606228","04","01","B","01",NA,"3","0",1362
"30","3060831","09","01","B","01",NA,"3","0",1464
"10","1000790","03","01","B","01","26","3","0",516
"23","2303361","07","01","A","01",NA,"3","0",286
"05","0500352","03","01","B","05",NA,"1","0",972
"16","1600741","04","01","A","04","15","3","0",1204
"19","1903536","03","01","B","02","03","3","0",1434
"13","1360432","12","01","B","02",NA,"3","0",432
"22","2201622","04","01","A","01","36","2","0",398
"12","1261339","16","01","B","02",NA,"3","0",732
"30","3061902","01","01","B","01",NA,"3","0",602
"21","2105022","18","03","B","01",NA,"3","0",646
"13","1360568","06","01","A","03",NA,"3","0",963
"23","2302897","18","01","A","02",NA,"3","1",272
"14","1407427","04","01","B","03","02","3","1",2742
"08","0860060","14","01","B","04",NA,"1","0",1468
"31","3100275","04","01","A","05","08","3","1",815
"04","0460208","14","01","A","01",NA,"3","0",238
"14","1408195","01","01","B","02","02","3","0",2060
"13","1360974","03","01","B","01",NA,"3","0",510
"03","0300876","14","02","B","01",NA,"1","0",71
"10","1002696","16","01","B","01",NA,"3","0",152
"05","0500877","04","01","B","01",NA,"3","1",419
"03","0301400","12","01","B","02",NA,"3","0",126
"07","0760686","01","01","B","01",NA,"3","0",658
"05","0505104","03","01","A","01",NA,"3","0",786
"20","2002252","19","01","B","01",NA,"2","0",876
"11","1161845","08","01","B","01",NA,"3","0",1539
"29","2902080","01","01","A","01","39","3","0",625
"16","1661683","20","01","B","02",NA,"3","0",678
"25","2500449","05","01","B","02",NA,"3","0",717
"29","2901906","08","01","B","02",NA,"3","0",224
"09","0912258","05","01","B","02","01","3","0",5772
"26","2600591","02","01","B","01",NA,"3","1",988
"27","2760095","13","01","B","02",NA,"3","0",440
"02","0206948","06","01","B","02",NA,"3","0",826
"27","2701803","15","01","B","02",NA,"3","0",543
"18","1860339","07","01","B","02",NA,"3","0",531
"16","1600098","01","03","B","01","15","1","0",357
"06","0660089","09","01","B","04",NA,"1","1",222
"13","1360040","20","01","B","03",NA,"3","0",876
"18","1800018","03","01","B","01","27","3","0",342
"17","1760230","04","01","B","01",NA,"3","0",195
"13","1302771","14","01","B","01",NA,"3","0",464
"26","2602912","02","01","A","01","25","3","0",828
"31","3103449","18","01","B","01",NA,"3","0",376
"12","1203029","11","01","B","01",NA,"3","0",1197
"16","1605537","14","01","B","02",NA,"3","0",552
"07","0761296","11","01","B","06",NA,"3","0",2520
"25","2505049","01","01","B","01",NA,"3","0",468
"30","3005112","05","01","B","01","12","3","1",758
"19","1908543","05","02","B","01","03","3","1",1596
"14","1403704","02","01","A","01","02","2","0",1828
"28","2805807","01","01","B","01","10","3","0",266
"11","1101166","01","01","B","02",NA,"3","0",1980
"08","0808457","02","01","B","05",NA,"2","0",1675
"08","0804114","01","01","B","04",NA,"3","0",1332
"13","1361005","19","01","A","01",NA,"3","1",638
"28","2800100","01","01","B","02","10","3","1",538
"03","0301146","12","01","B","01",NA,"3","0",68
"30","3060314","16","01","B","01",NA,"3","0",559
"16","1604540","13","01","B","01",NA,"3","0",754
"08","0806495","01","01","B","01",NA,"3","0",836
"18","1801433","03","01","B","02",NA,"3","0",412
"16","1605889","12","01","A","01",NA,"3","0",716
"13","1300796","02","01","A","02",NA,"3","0",1080
"18","1801433","02","01","B","02",NA,"3","0",412
"17","1702315","05","01","B","01",NA,"3","1",191
"24","2403960","10","01","B","01",NA,"3","0",300
"22","2260233","02","01","B","01",NA,"3","0",157
"08","0802025","02","01","A","01","09","3","0",415
"06","0601155","02","01","B","01","33","3","0",66
"04","0460245","08","01","B","01",NA,"2","0",188
"08","0860395","12","01","B","02",NA,"3","0",828
"31","3101582","04","01","B","01","08","3","1",382
"06","0660089","08","01","B","01",NA,"3","0",74
"08","0802191","01","01","B","02","09","3","0",1696
"32","3260493","01","01","B","02",NA,"3","0",414
"04","0401266","04","01","B","02","28","3","1",218
"12","1260327","07","01","B","01",NA,"3","0",1086
"27","2700733","03","01","A","01","18","3","0",406
"12","1261211","16","01","B","01",NA,"3","0",726
"03","0300215","02","01","B","01","40","3","0",83
"10","1000912","02","01","A","02","26","3","0",314
"04","0400968","03","01","B","02",NA,"3","0",291
"19","1902926","02","01","B","02","03","3","0",1048
"14","1460690","19","01","B","02",NA,"3","0",1570
"15","1507287","03","01","B","02","01","3","0",3688
"21","2161118","08","01","B","02",NA,"3","0",1086
"14","1460510","18","01","B","01",NA,"3","0",881
"14","1407919","03","01","B","01","02","3","0",890
"24","2400814","05","01","A","01","07","3","0",1335
"06","0660102","17","01","B","03",NA,"3","0",426
"10","1003500","14","01","A","01",NA,"3","0",320
"19","1909931","05","01","A","02",NA,"3","1",1162
"01","0101707","05","01","A","01","14","3","0",326
"26","2600351","03","01","A","01",NA,"3","0",890
"02","0201341","05","01","A","01",NA,"3","0",716
"24","2400705","02","02","B","02","07","3","1",814
"07","0760364","09","01","B","03",NA,"3","0",800
"22","2260114","11","01","B","03",NA,"3","0",776
"29","2901520","05","01","A","02","39","3","0",334
"28","2802673","01","01","B","02",NA,"3","0",843
"10","1000312","03","01","A","02","26","3","0",320
"07","0704519","17","01","B","02",NA,"3","0",814
"18","1860245","03","01","A","01",NA,"3","0",163
"26","2605344","13","01","B","02",NA,"3","0",1036
"30","3004747","02","01","A","02","12","3","0",1300
"17","1701932","03","01","B","02","29","3","1",392
"16","1605961","15","01","B","01",NA,"3","0",849
"25","2503717","01","01","B","01",NA,"3","1",230
"27","2700097","02","01","B","03","18","3","1",489
"02","0205972","05","01","B","02","21","3","0",584
"27","2701596","01","01","B","01",NA,"3","0",948
"10","1060253","16","01","B","02",NA,"3","0",844
"14","1409434","05","01","B","03","02","3","1",2619
"03","0300859","19","04","A","01",NA,"2","0",64
"30","3006201","01","01","B","03",NA,"3","0",3200
"06","0600146","03","01","B","01","33","3","0",122
"17","1701500","03","01","A","01","29","3","0",456
"23","2303444","05","01","B","01","41","3","0",358
"07","0762002","13","01","B","02",NA,"3","0",789
"20","2000017","03","01","A","04","31","3","0",1808
"03","0301278","03","01","B","07",NA,"3","0",490
"19","1903192","03","01","B","01","03","3","0",1960
"28","2805448","02","01","B","01",NA,"3","0",661
"25","2560644","16","01","B","01",NA,"3","0",702
"12","1260416","17","01","B","01",NA,"3","0",852
"13","1361066","15","01","B","01",NA,"3","0",506
"14","1405260","04","01","B","02","02","3","0",1750
"30","3008156","12","01","B","01",NA,"3","1",2115
"32","3260097","13","01","B","02",NA,"3","0",422
"17","1701840","03","01","A","02","29","3","0",388
"14","1409603","05","01","B","03","02","2","0",2253
"14","1401904","04","01","B","02","02","3","0",2496
"27","2701250","04","01","A","01",NA,"3","1",378
"26","2602609","04","01","B","03","25","3","1",1086
"15","1524857","01","01","B","01",NA,"3","1",8820
"28","2803687","01","01","B","01",NA,"3","0",610
"25","2504855","04","01","B","01",NA,"3","0",268
"03","0360005","04","01","B","01",NA,"3","0",260
"19","1907186","05","01","A","01","03","3","1",1076
"14","1460966","14","01","B","01",NA,"3","0",565
"30","3007796","17","01","A","02",NA,"3","0",1272
